"adcbbca64d2d78a77b378db487717e38","X83e200e6aa49b79396f052dd3db97e6b","c95c29828395a6f53f96e96619916532","cb3a451b5f9718c07b491a77b14ef21f","cd3909b22b87684aafd93fcb66630f52","X4c294f9a88e58b0e40a2b19f4658c209","db424461aa669374102fa17ac4539038","b9d614025bf292dfb0db9f43d7357e14","X6c2a9a5a94270ee454cfb2dea1d31449","e492ea34ac6862586016b7aef65e35b9","aba8c17e313c37c938998554292445ba","X854a42379977827cb58c0eb74385690e","f02f4c216369c6a2e4ee447ffe47fddd","X7e537c12b9af4d0e06d9c229f25d2176","X5203c525a0d0a6c831885ac86a569081","d57501b44a85f6263ef7c36c9256fb92","bc4e3995ef291067acb3295ec94e26f1","X2788faa17a6772b439ab79a71363f4bb","df5dc83b05bd8f335e08f17b5a4c56e9","a34ba93b4dc7cc8362f362f9d520321b","X5aa6addb5feb5f7301d7f21bab3e35e8","X6377e612d1fdfdadf18255fc486ce608","X2cd30e9eda91687ba73dcae76f4f1880","f4d6321c5a128364c3ec9543e21e7cde","X4c7a497eca1fa3081f152adbbce602fb","X674cc9dfd5b8ed175ac63bc9348f2759","X4b594c8bf63bbb3f04615c7b142e1e14","X89966a5669a7741fbe4f099c918f0cf1","X2666fa031db96860468588bef43bbb61","X767ae4be31c7c3b75e743a94f0214ae0","e8165c825d679874a9c71c16408fbbfd","X5a8f0b46a094391e9436f875639034e9","f4ddba285154bdd47f4dc510c2038305","X28140dabde227041d333d23976ce302f","fd76d28f77b2e33857a2df3871c3cc53","X01353923e2e6219198b8d092099e0d9f","deaf8029eba24ec9cfc9f77e9689423e","X6c14479fad19a60d42ec33c478c66afb","bb73a54327f61f691fd1eeb5f230e02c","c744d1d19f0607a409fed8eeebc5cff1","X5f8bc9840120e2fcddfb562429e6f0eb","X9104c4b42757f253f35768d341c2a32b","X679658942f667409a7b9907845816380","dacf22eb1a2065568c1175d1a76c9dc7","X67f3fcab907a9ed2927806173348b4af","X879815b1626853f4af4a4f0e85703fd2","X4f359f019c5e22e6bd5bb03534b84411","be5f7561425c2fdf15e1347047e3a7ba","b81a5b1c47a7eb2b73b4ed9fa1d9b464","X0adb29e1ef7ab1df5fc551a2511c05ba","X40178a7b2400cd0be400a0e1069762fa","X1bc8c1807a800c2c8220ca1a13e4fdb9","f6bf584c4081d96e0ad688a16a806432","a6499c331ca652a5c070f51ef025b901","f93b764d7ef2fc78c19f2d419cc3c5e5","f3a6c6bd550ccaf6c3b68f0c996e1225","X94d50b1f2833352b7cb2e07533944c20","e06356a1143ac7bc41c0bc6aea20d3ae","X82d659604fd62ef71fa6449465d6d8d4","dbc7407c0c194353c292d8aa95922b3a","X3129410b374e76459623a9edb0f6413d","ba197f79f441eb350a6366b5742854e1","X7e501bf21cd1a7090a5282791c520d8b","X6090c45400591b19f181add95bb578f2","X2b423d4a16ef1539110bd1a85db1263d","X316678fa9cd140393f2c97e86e22438f","X6c9635ea49acec132fb91c161c73e041","b2b3c0f0b487edaf28d7a348b354cdcb","X4c37137a09c7b0c510bc7fd05f4d2eda","X05469e3983d48719f2809a67d7f565df","X5b599be724e69b799572618d657d636c","X5ac573def95575947f986f0da3a97a6e","bcae8f7d2c42acfe3559c665f68f6320","X727b6b6cf7c088343cdffe253b5db3df","X31fb9c4004ca6f4d986d5d91745dbca2","X057b594a0df41c1752943ca6e992c826","X9fae180100965f03f0705863528e069d","X2b593463d8985ac4982a9aa29d2ca881","e6027fe97fc1dd3a662ba33605bd7eae","febc72c8f1a103badab63be01c614c31","e5196607556bbe9599a2991e537380c7","acbb69f2765ac3cdfee0c072acb0acfc","X61dcbb58a35735e631793862afa39fe6","X429fd8943b73988d3fde3ca9bc54d07c","X81b50cbc69b355d6a2207d370e9634c5","ffc36e27c82042664a16bcd4d380b286","X353dc9e514176baefc24b952e1309bba","X4a7f867d55034fd3b2b4b28e0b1dda36","X7b361820964e8c6ced5aec81f54bcfea","f8fef0cf8011b5b04640cc5c3ab79a3f","fb7f0fc29144d404cf96d40f1350694f","SampleID","community.number","community.name","chem.code","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","complexity","well","plate"
1772,3613,0,70,14,0,9,227,979,0,695,0,0,362,0,0,74,0,1325,0,0,116,0,209,0,61,280,143,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,"c10w6E5",10,"R_ID_7.16_10_R10(1)_TSS","DG",0,0,1,1,0,0,0,0,2,"E5",6
1741,3643,0,107,17,0,10,181,1142,0,647,0,0,223,0,0,59,0,1402,0,0,95,0,313,0,44,180,167,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,"c10w6F2",10,"R_ID_7.16_10_R10(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",6
1772,3661,0,94,12,0,20,180,1018,0,572,0,0,371,0,0,69,0,1348,0,0,96,0,265,0,44,299,147,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"c10w6F5",10,"R_ID_7.16_10_R10(1)_TSS","DI",0,0,1,0,1,0,0,0,2,"F5",6
1772,3581,0,100,10,0,18,178,1066,0,708,0,0,268,0,0,62,0,1360,0,0,136,0,257,0,68,241,148,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,"c10w7G10",10,"R_ID_7.16_10_R10(1)_TSS","ADIT",1,0,1,0,1,0,0,1,4,"G10",7
1259,3606,0,79,18,0,19,0,1137,0,1097,0,0,324,0,0,37,0,1424,0,0,195,0,316,0,88,166,168,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"c10w8G6",10,"R_ID_7.16_10_R10(1)_TSS","DGIT",0,0,1,1,1,0,0,1,4,"G6",8
2232,328,218,63,0,0,181,4,0,0,20,66,0,0,27,582,48,77,0,0,55,0,0,61,0,7,14,0,0,0,0,0,30,17,0,6,0,0,0,0,45,0,56,0,0,0,0,28,3084,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,58,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,1,0,"c11w000",11,"R_ID_7.16_11_R11(1)_TSS","Frozen Starting Community",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00",0
1523,2853,486,417,0,0,0,0,0,0,0,3341,0,0,58,529,262,0,0,0,0,0,0,22,0,0,0,0,0,0,0,24,0,21,0,74,0,0,0,0,73,0,0,77,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,101,0,84,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w10G6",11,"R_ID_7.16_11_R11(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"G6",10
155,3988,3475,56,0,0,0,0,0,0,0,66,0,0,850,198,36,0,0,0,0,0,0,13,0,0,0,0,0,0,0,482,0,0,0,176,0,0,0,0,9,0,0,19,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,13,0,6,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w11C7",11,"R_ID_7.16_11_R11(1)_TSS","IO",0,0,0,0,1,0,1,0,2,"C7",11
2227,2921,446,515,0,0,0,0,0,0,0,0,0,0,77,2674,404,0,0,0,0,0,0,30,0,0,0,0,0,0,0,41,0,0,0,124,0,0,0,0,133,0,0,110,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,113,0,117,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w11E3",11,"R_ID_7.16_11_R11(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",11
941,2569,554,253,0,0,0,0,0,3,16,3593,0,0,111,1164,196,0,0,0,10,8,0,25,0,12,0,0,0,0,0,0,0,0,0,132,0,0,0,0,118,0,0,55,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,43,0,56,29,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"c11w13B4",11,"R_ID_7.16_11_R11(1)_TSS","CDIO",0,1,1,0,1,0,1,0,4,"B4",13
774,2024,406,197,5,0,0,0,0,0,1940,29,0,0,98,612,133,0,0,0,0,1373,0,25,0,1920,0,0,0,0,0,43,0,15,0,170,0,0,0,0,86,0,0,44,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,25,0,35,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c11w15B5",11,"R_ID_7.16_11_R11(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"B5",15
134,3936,3285,56,3,0,0,0,0,0,16,296,0,0,698,136,37,0,0,0,0,23,0,0,0,18,0,0,0,0,0,1168,0,0,0,45,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"c11w15D4",11,"R_ID_7.16_11_R11(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",15
673,3028,2391,145,0,0,0,0,0,0,12,766,0,0,620,519,94,0,0,0,143,0,0,17,0,30,0,0,0,0,0,1129,27,0,0,113,0,0,0,0,50,0,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,45,0,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,"c11w16B3",11,"R_ID_7.16_11_R11(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",16
1046,3955,915,514,0,0,0,0,0,0,0,10,0,0,136,2153,379,0,0,0,2,0,0,49,0,0,0,0,0,0,0,32,0,0,0,154,0,0,0,0,211,0,0,100,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,114,0,103,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,"c11w16B5",11,"R_ID_7.16_11_R11(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",16
733,4153,798,552,0,0,0,0,0,0,0,0,0,0,169,2379,366,0,0,0,11,0,0,29,0,4,0,0,0,0,0,37,0,0,0,89,0,0,0,0,141,0,0,104,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,112,0,96,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,"c11w16C2",11,"R_ID_7.16_11_R11(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",16
226,2832,1644,79,0,0,0,0,0,0,6,2844,0,0,364,197,45,0,0,0,36,0,0,10,0,0,0,0,0,0,0,727,0,0,0,273,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,20,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c11w16C7",11,"R_ID_7.16_11_R11(1)_TSS","IO",0,0,0,0,1,0,1,0,2,"C7",16
1858,2739,584,529,0,0,0,0,0,0,0,6,0,0,53,2977,373,0,0,0,0,0,0,45,0,0,0,0,0,0,0,38,0,0,0,136,0,0,0,0,175,0,0,122,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,88,0,122,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w16D2",11,"R_ID_7.16_11_R11(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",16
1163,2119,513,282,0,0,0,0,0,0,0,3500,0,0,39,1489,209,0,0,0,0,0,0,40,0,0,0,0,0,0,0,50,0,23,0,207,0,0,0,0,70,0,0,59,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,46,0,64,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w16D7",11,"R_ID_7.16_11_R11(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",16
1456,1954,440,317,3,0,0,0,0,0,0,3918,0,0,53,1025,210,0,0,0,0,0,0,26,0,0,0,0,0,0,0,22,0,15,0,155,0,0,0,0,66,0,0,59,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,76,0,54,51,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"c11w16E2",11,"R_ID_7.16_11_R11(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",16
1130,3056,800,663,0,0,0,0,0,0,0,0,0,0,138,2863,506,0,0,0,0,0,0,32,0,0,0,0,0,0,0,20,0,18,0,76,0,0,0,0,168,0,0,127,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,152,0,139,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w16E4",11,"R_ID_7.16_11_R11(1)_TSS","CD",0,1,1,0,0,0,0,0,2,"E4",16
1933,3252,444,507,0,0,0,0,0,0,0,0,0,0,37,2720,361,0,0,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,114,0,0,0,0,91,0,0,101,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,102,0,113,53,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w16F3",11,"R_ID_7.16_11_R11(1)_TSS","AG",1,0,0,1,0,0,0,0,2,"F3",16
1470,2661,2081,105,0,0,0,0,0,0,216,449,0,0,503,418,66,0,0,0,266,114,0,30,0,171,12,0,0,0,0,482,91,0,0,172,0,0,0,0,39,0,0,30,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,31,0,16,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w16F6",11,"R_ID_7.16_11_R11(1)_TSS","GO",0,0,0,1,0,0,1,0,2,"F6",16
1483,3360,791,507,0,0,0,0,0,0,29,21,0,0,88,2522,416,0,0,0,0,0,0,21,0,30,0,0,0,0,0,45,0,0,0,114,0,0,0,0,114,0,0,101,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,104,0,103,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c11w16F7",11,"R_ID_7.16_11_R11(1)_TSS","MT",0,0,0,0,0,1,0,1,2,"F7",16
986,2556,863,321,0,0,0,2,0,0,0,3606,0,0,119,722,261,0,0,0,0,0,0,36,0,0,0,0,0,0,0,33,0,0,0,86,0,0,0,0,125,0,0,71,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,90,0,66,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w16G2",11,"R_ID_7.16_11_R11(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",16
983,2380,515,339,0,0,0,0,0,0,0,3327,0,0,70,1423,280,0,0,0,4,0,0,24,0,0,0,0,0,0,0,26,0,0,0,67,0,0,0,0,262,0,0,92,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,69,0,76,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c11w17G10",11,"R_ID_7.16_11_R11(1)_TSS","ADIT",1,0,1,0,1,0,0,1,4,"G10",17
652,2565,839,225,0,0,0,0,0,0,0,4551,0,0,108,470,181,0,0,0,0,0,0,43,0,2,0,0,0,0,0,23,0,14,0,107,0,0,0,0,34,0,0,45,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,36,0,32,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"c11w18C2",11,"R_ID_7.16_11_R11(1)_TSS","AGMT",1,0,0,1,0,1,0,1,4,"C2",18
688,2692,1764,99,0,0,0,0,0,0,11,2356,0,0,447,305,91,0,0,0,173,0,2,19,0,24,22,0,0,0,0,995,33,0,0,159,0,0,0,0,27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,"c11w18D5",11,"R_ID_7.16_11_R11(1)_TSS","CGMO",0,1,0,1,0,1,1,0,4,"D5",18
1010,2396,1196,409,0,0,0,0,0,0,41,3180,0,0,207,672,358,0,0,0,0,29,0,34,0,55,0,0,0,0,0,0,0,0,0,30,0,0,0,0,45,0,0,80,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,99,0,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w1B2",11,"R_ID_7.16_11_R11(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",1
636,2661,1185,500,0,0,0,0,0,2,0,3142,0,0,232,567,372,0,0,0,0,0,0,23,0,6,0,0,0,0,0,32,0,0,0,174,0,0,0,0,115,0,0,107,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,101,0,97,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,"c11w1B5",11,"R_ID_7.16_11_R11(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",1
1073,1750,748,610,0,0,0,0,0,0,0,2720,0,0,152,1609,525,0,0,0,0,0,0,15,0,0,0,0,0,0,0,25,0,0,0,224,0,0,0,0,80,0,0,136,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,137,0,144,41,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w1C3",11,"R_ID_7.16_11_R11(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",1
1433,2321,1132,933,0,0,0,0,0,0,0,15,0,0,235,2048,705,0,0,0,0,0,0,36,0,0,0,0,0,0,0,62,0,0,0,306,0,0,0,0,66,0,0,195,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,215,0,217,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"c11w1D2",11,"R_ID_7.16_11_R11(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",1
1672,2455,996,862,0,0,0,0,0,0,0,8,0,0,180,2197,601,0,0,0,0,0,0,23,0,0,0,0,0,0,0,43,0,9,0,231,0,0,0,0,102,0,0,179,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,183,0,182,49,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w1E2",11,"R_ID_7.16_11_R11(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",1
940,3044,1508,559,0,0,0,0,0,0,0,5,0,0,286,2216,448,0,0,0,3,0,0,36,0,0,0,0,0,0,0,59,0,0,0,298,0,0,0,0,113,0,0,94,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,147,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"c11w1F2",11,"R_ID_7.16_11_R11(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",1
1928,2507,743,535,0,0,0,0,0,0,0,0,0,0,91,2849,452,0,0,0,0,0,0,60,0,0,0,0,0,0,0,45,0,0,0,250,0,0,0,0,34,0,0,140,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,130,0,118,53,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c11w1F3",11,"R_ID_7.16_11_R11(1)_TSS","AG",1,0,0,1,0,0,0,0,2,"F3",1
717,2150,942,204,0,0,0,0,0,0,0,1050,0,0,186,869,171,0,0,0,5,0,0,12,0,0,0,0,0,0,0,2915,0,0,0,296,0,0,0,0,54,0,0,48,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,37,0,52,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w1F6",11,"R_ID_7.16_11_R11(1)_TSS","GO",0,0,0,1,0,0,1,0,2,"F6",1
736,2916,2839,96,0,0,0,0,0,0,0,337,0,0,791,349,80,0,0,0,180,0,0,28,0,37,35,0,0,0,0,1134,46,0,0,136,0,0,0,0,45,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"c11w3B4",11,"R_ID_7.16_11_R11(1)_TSS","CDIO",0,1,1,0,1,0,1,0,4,"B4",3
476,2689,1645,311,0,0,0,0,0,0,0,3541,0,0,377,193,239,0,0,0,0,0,0,42,0,0,0,0,0,0,0,23,0,0,0,147,0,0,0,0,29,0,0,52,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,64,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c11w3C2",11,"R_ID_7.16_11_R11(1)_TSS","AGMT",1,0,0,1,0,1,0,1,4,"C2",3
162,3537,3376,9,0,0,0,0,0,0,0,29,0,0,785,9,0,0,0,0,37,0,0,0,0,21,0,0,0,0,0,927,17,0,0,311,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c11w3D5",11,"R_ID_7.16_11_R11(1)_TSS","CGMO",0,1,0,1,0,1,1,0,4,"D5",3
28,5054,3293,0,1,0,0,0,0,0,0,0,0,0,840,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,288,0,0,0,88,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,3,"c11w5D4",11,"R_ID_7.16_11_R11(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",5
1255,4604,642,261,0,0,0,0,0,0,0,0,0,0,96,2183,199,0,0,0,0,0,0,35,0,0,0,0,0,0,0,13,0,0,0,68,0,0,0,0,288,0,0,64,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,56,0,56,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c11w6B2",11,"R_ID_7.16_11_R11(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",6
114,4287,3707,17,0,0,0,0,0,0,0,0,0,0,887,38,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,835,15,0,0,61,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c11w6B3",11,"R_ID_7.16_11_R11(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",6
1305,4269,956,404,0,0,0,0,0,0,0,0,0,0,148,1538,316,0,0,0,89,0,0,30,0,8,0,0,0,0,0,41,0,0,0,176,0,0,0,0,253,0,0,83,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,58,0,72,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"c11w6C2",11,"R_ID_7.16_11_R11(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",6
1362,4430,1023,236,0,0,0,0,0,0,0,5,0,0,90,1893,164,0,0,0,23,0,0,42,0,0,0,0,0,0,0,59,0,0,0,165,0,0,0,0,137,0,0,43,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,43,0,38,63,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w6C3",11,"R_ID_7.16_11_R11(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",6
1176,3546,651,255,0,0,0,0,0,0,0,6,0,0,78,3109,207,0,0,0,25,0,0,18,0,12,0,0,0,0,0,69,0,17,0,269,0,0,0,0,207,0,0,59,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,64,0,53,56,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c11w6D7",11,"R_ID_7.16_11_R11(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",6
1313,3712,641,311,0,0,0,0,0,0,0,18,0,0,71,2834,249,0,0,0,33,0,0,28,0,3,0,0,0,0,0,65,0,0,0,217,0,0,0,0,180,0,0,93,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,75,0,70,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c11w6E3",11,"R_ID_7.16_11_R11(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",6
1044,2600,460,370,0,0,0,0,0,0,0,2680,0,0,51,1726,298,0,0,0,7,4,0,0,0,0,0,0,0,0,0,19,0,13,0,99,0,0,0,0,220,0,0,86,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,69,0,91,29,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,"c11w6E4",11,"R_ID_7.16_11_R11(1)_TSS","CD",0,1,1,0,0,0,0,0,2,"E4",6
1228,4330,753,239,0,0,0,0,0,0,0,0,0,0,58,2341,209,0,0,0,6,0,0,35,0,0,0,0,0,0,0,52,0,0,0,146,0,0,0,0,222,0,0,46,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,57,0,60,53,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"c11w6F2",11,"R_ID_7.16_11_R11(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",6
718,3228,516,136,0,0,0,0,0,0,0,3905,0,0,78,797,110,0,0,0,19,0,0,25,0,0,0,0,0,0,0,16,0,0,0,119,0,0,0,0,128,0,0,38,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,37,0,33,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c11w6F7",11,"R_ID_7.16_11_R11(1)_TSS","MT",0,0,0,0,0,1,0,1,2,"F7",6
